VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type ,PULocationID,DOLocationID
2,01/01/2016 06:00:55 AM,01/01/2016 06:09:47 AM,N,1,-73.913398742675781,40.765872955322266,-73.868507385253906,40.763267517089844,2,2.61,10,0.5,0.5,0,0,,0.3,11.3,2,1,,
2,01/01/2016 06:02:45 AM,01/01/2016 06:09:48 AM,N,1,-73.952415466308594,40.808376312255859,-73.93988037109375,40.8260498046875,1,1.44,7,0,0.5,0,0,,0.3,7.8,2,1,,
2,01/01/2016 06:01:10 AM,01/01/2016 06:09:48 AM,N,1,-73.863327026367188,40.749797821044922,-73.885086059570313,40.753932952880859,1,1.46,8,0.5,0.5,0,0,,0.3,9.3,2,1,,
1,01/01/2016 06:00:55 AM,01/01/2016 06:09:51 AM,N,1,-73.903251647949219,40.745937347412109,-73.872291564941406,40.739925384521484,1,2.1,9,0.5,0.5,0,0,,0.3,10.3,2,1,,
1,01/01/2016 06:05:44 AM,01/01/2016 06:09:56 AM,N,1,-73.965530395507813,40.710590362548828,-73.957252502441406,40.727668762207031,1,1.4,6.5,0,0.5,2.15,0,,0.3,9.45,1,1,,
2,01/01/2016 06:02:35 AM,01/01/2016 06:10:02 AM,N,1,-73.959449768066406,40.694194793701172,-73.961181640625,40.711997985839844,2,1.98,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,,
1,01/01/2016 06:05:22 AM,01/01/2016 06:10:03 AM,N,1,-73.89605712890625,40.744529724121094,-73.892189025878906,40.735897064208984,1,0.8,5.5,0,0.5,0,0,,0.3,6.3,2,1,,
2,01/01/2016 06:02:24 AM,01/01/2016 06:10:06 AM,N,1,-73.9549560546875,40.687793731689453,-73.941116333007813,40.712715148925781,1,2.87,10,0,0.5,0,0,,0.3,10.8,2,1,,
2,01/01/2016 06:03:34 AM,01/01/2016 06:10:07 AM,N,1,-73.963638305664063,40.716381072998047,-73.93792724609375,40.714611053466797,6,1.52,7,0,0.5,1.5,0,,0.3,9.3,1,1,,
2,01/01/2016 06:04:31 AM,01/01/2016 06:10:10 AM,N,1,-73.918159484863281,40.741176605224609,-73.894157409667969,40.750751495361328,1,1.57,6.5,0,0.5,0,0,,0.3,7.3,2,1,,
1,01/01/2016 06:03:51 AM,01/01/2016 06:10:20 AM,N,1,-73.963218688964844,40.693752288818359,-73.950569152832031,40.685352325439453,1,1.3,7,0,0.5,0,0,,0.3,7.8,2,1,,
2,01/01/2016 06:04:31 AM,01/01/2016 06:10:22 AM,N,1,-73.786064147949219,40.739391326904297,-73.771224975585937,40.715923309326172,1,1.99,8,0.5,0.5,0,0,,0.3,9.3,2,1,,
2,01/01/2016 06:05:53 AM,01/01/2016 06:10:24 AM,N,1,-73.861038208007812,40.729831695556641,-73.864151000976563,40.737117767333984,6,0,4.5,0,0.5,0,0,,0.3,5.3,2,1,,
2,01/01/2016 06:05:41 AM,01/01/2016 06:10:31 AM,N,1,-73.916824340820312,40.771228790283203,-73.929023742675781,40.775928497314453,2,0.87,5.5,0,0.5,0,0,,0.3,6.3,1,1,,
1,01/01/2016 06:01:37 AM,01/01/2016 06:10:33 AM,N,1,-73.944061279296875,40.784072875976563,-73.938041687011719,40.828422546386719,1,3.9,12.5,0,0.5,0,0,,0.3,13.3,2,1,,
1,01/01/2016 06:00:57 AM,01/01/2016 06:10:33 AM,N,1,-73.946640014648438,40.819961547851563,-73.922828674316406,40.868198394775391,1,3.7,12.5,0,0.5,0,0,,0.3,13.3,2,1,,
2,01/01/2016 06:06:40 AM,01/01/2016 06:10:37 AM,N,1,-73.887802124023438,40.816738128662109,-73.888519287109375,40.818721771240234,1,0.26,4.5,0,0.5,0,0,,0.3,5.3,2,1,,
2,01/01/2016 06:02:05 AM,01/01/2016 06:10:39 AM,N,1,-73.943336486816406,40.708126068115234,-73.9600830078125,40.719337463378906,1,1.85,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,,
1,01/01/2016 06:07:30 AM,01/01/2016 06:10:39 AM,N,1,-73.911033630371094,40.775749206542969,-73.917633056640625,40.783649444580078,1,0.7,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,,
2,01/01/2016 06:02:01 AM,01/01/2016 06:10:40 AM,N,1,-73.935874938964844,40.850078582763672,-73.916793823242188,40.835281372070313,1,1.82,8.5,0,0.5,0,0,,0.3,9.3,2,1,,
2,01/01/2016 06:06:44 AM,01/01/2016 06:10:40 AM,N,1,-73.89117431640625,40.746978759765625,-73.8974609375,40.759975433349609,5,1.11,5.5,0,0.5,0,0,,0.3,6.3,2,1,,
2,01/01/2016 06:00:42 AM,01/01/2016 06:10:41 AM,N,1,-73.946098327636719,40.808040618896484,-73.941368103027344,40.833648681640625,1,2.17,9.5,0.5,0.5,0,0,,0.3,10.8,1,1,,
1,01/01/2016 06:10:07 AM,01/01/2016 06:10:43 AM,N,1,-73.891647338867187,40.746795654296875,-73.889396667480469,40.74578857421875,1,0.1,2.5,0,0.5,0,0,,0.3,3.3,2,1,,
2,01/01/2016 06:06:36 AM,01/01/2016 06:10:44 AM,N,1,-73.97613525390625,40.686931610107422,-73.960296630859375,40.688823699951172,1,0.91,5,0,0.5,0,0,,0.3,5.8,2,1,,
2,01/01/2016 06:03:17 AM,01/01/2016 06:10:48 AM,N,1,-73.917854309082031,40.816196441650391,-73.900650024414063,40.816802978515625,1,1.2,7.5,0,0.5,0,0,,0.3,8.3,2,1,,
2,01/01/2016 06:06:00 AM,01/01/2016 06:10:54 AM,N,1,-73.947555541992188,40.815082550048828,-73.951248168945312,40.821811676025391,1,0.83,5.5,0,0.5,0,0,,0.3,6.3,2,1,,
2,01/01/2016 06:05:57 AM,01/01/2016 06:10:55 AM,N,1,-73.976264953613281,40.687080383300781,-73.970909118652344,40.693260192871094,1,0.93,5.5,0,0.5,0,0,,0.3,6.3,2,1,,
2,01/01/2016 06:00:34 AM,01/01/2016 06:10:55 AM,N,1,-73.8912353515625,40.746921539306641,-73.861785888671875,40.768405914306641,1,3.96,13.5,0.5,0.5,0,0,,0.3,14.8,2,1,,
2,01/01/2016 06:03:29 AM,01/01/2016 06:10:57 AM,N,1,-73.945343017578125,40.711498260498047,-73.928939819335937,40.704582214355469,1,1.65,7.5,0,0.5,2.49,0,,0.3,10.79,1,1,,
2,01/01/2016 06:02:05 AM,01/01/2016 06:11:00 AM,N,1,-73.875350952148438,40.762950897216797,-73.818901062011719,40.717216491699219,1,4.96,15.5,0,0.5,0,0,,0.3,16.3,1,1,,
2,01/01/2016 06:05:35 AM,01/01/2016 06:11:00 AM,N,1,-73.952217102050781,40.824668884277344,-73.936935424804688,40.824756622314453,1,1,6,0,0.5,0,0,,0.3,6.8,2,1,,
1,01/01/2016 06:03:41 AM,01/01/2016 06:11:03 AM,N,1,-73.941299438476563,40.81939697265625,-73.952194213867188,40.814483642578125,1,1.2,7,0,0.5,0,0,,0.3,7.8,2,1,,
1,01/01/2016 06:06:39 AM,01/01/2016 06:11:07 AM,N,1,-73.899391174316406,40.854236602783203,-73.903045654296875,40.849338531494141,1,0.6,5,0,0.5,0,0,,0.3,5.8,2,1,,
2,01/01/2016 06:05:19 AM,01/01/2016 06:11:09 AM,N,1,-73.959197998046875,40.814090728759766,-73.943984985351563,40.83526611328125,1,1.65,7,0,0.5,0,0,,0.3,7.8,2,1,,
2,01/01/2016 06:04:02 AM,01/01/2016 06:11:11 AM,N,1,-73.868415832519531,40.747032165527344,-73.883758544921875,40.747749328613281,1,0.93,6.5,0,0.5,0,0,,0.3,7.3,2,1,,
2,01/01/2016 06:01:55 AM,01/01/2016 06:11:13 AM,N,1,-73.935462951660156,40.799663543701172,-73.898704528808594,40.817821502685547,1,2.66,10.5,0,0.5,0,0,,0.3,11.3,2,1,,
1,01/01/2016 06:09:27 AM,01/01/2016 06:11:18 AM,N,1,-73.955032348632813,40.734382629394531,-73.954261779785156,40.730075836181641,1,0.3,3.5,0,0.5,0.85,0,,0.3,5.15,1,1,,
2,01/01/2016 06:08:30 AM,01/01/2016 06:11:23 AM,N,1,-73.948844909667969,40.809288024902344,-73.957351684570312,40.812881469726562,1,0.57,4,0,0.5,0,0,,0.3,4.8,2,1,,
1,01/01/2016 06:03:41 AM,01/01/2016 06:11:25 AM,N,1,-73.948905944824219,40.711204528808594,-73.942466735839844,40.723419189453125,2,1.5,7.5,0,0.5,1.65,0,,0.3,9.95,1,1,,
2,01/01/2016 06:08:27 AM,01/01/2016 06:11:30 AM,N,1,-73.890701293945313,40.746841430664062,-73.890731811523438,40.746849060058594,1,0,4,0,0.5,0,0,,0.3,4.8,2,1,,
2,01/01/2016 06:09:19 AM,01/01/2016 06:11:30 AM,N,2,-73.894599914550781,40.739860534667969,-73.890449523925781,40.738998413085938,1,0.23,-52,0,-0.5,0,0,,-0.3,-52.8,2,1,,
2,01/01/2016 06:09:19 AM,01/01/2016 06:11:30 AM,N,2,-73.894599914550781,40.739860534667969,-73.890449523925781,40.738998413085938,1,0.23,52,0,0.5,0,0,,0.3,52.8,2,1,,
2,01/01/2016 06:06:04 AM,01/01/2016 06:11:43 AM,N,1,-73.949432373046875,40.713855743408203,-73.951805114746094,40.725513458251953,1,1.03,6,0,0.5,1.7,0,,0.3,8.5,1,1,,
1,01/01/2016 06:06:18 AM,01/01/2016 06:11:43 AM,N,1,-73.958824157714844,40.708583831787109,-73.939414978027344,40.699272155761719,2,1.2,6.5,0,0.5,0,0,,0.3,7.3,2,1,,
